Hãng Sản Xuất,Độ Dày,Trọng Lượng,khoi_luong,CPU,RAM,Bộ Nhớ,HDD,SSD,GPU,Dung Lượng Pin,Hệ Điều Hành,Mạng WiFi,Bluetooth,Âm Thanh,Bảo Mật,Đọc Thẻ,Mạng LAN,Bàn Phím,Màu Sắc,Chất Liệu,Cổng Giao Tiếp,Khe Cắm,Màn Hình,Phụ Kiện Đi Kèm,Khả Năng Nâng Cấp,Ổ Đĩa Quang,Đèn Led,Nguồn,Tính Năng Khác,Tên Sản Phẩm,Giá Bán,Loại Sản Phẩm,Mẫu Mã,Số Cổng Lưu Trữ Tối Đa,Kết Nối,Webcam,Camera,Kết Nối Không Dây,Giao Tiếp Mạng,NPU,Cổng IO,Cổng Xuất Hình,Loa,Năm Sản Xuất,Thiết Kế Chất Liệu Vỏ,Hệ Điều Hành Bản Quyền Đi Kèm,Phần Mềm Có Sẵn,Card Mở Rộng,Unnamed 161,Mãy Tính Xách Tay
Hp,32.2 x 21 x 1.99 cm,1.4 kg,,"Intel® Core™ 5-120U (12MB Cache, up to 5.0GHz)",,1TB PCIe NVMe,,,Intel Iris Xe Graphics,3Cell 41Wh,Windows 11 Home SL,WiFi 802.11ax (Wifi 6),Bluetooth 5.3,,,,,,Bạc,,"1 x USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge);
2 x USB Type-A 5Gbps signaling rate
1 x HDMI 2.1
1 x headphone/microphone combo",,"14 inch FHD, micro-edge, Anti-glare, 250 nits, 45% NTSC",,,,,,,Laptop HP 14-ep1009TU 9Z2W2PA Bạc,19490000.0,Máy tính xách tay,Pavilion 14-ep1009TU 9Z2W2PA,,,,,,,,,,,,,,,,,
Hp,32.2 x 21 x 1.99 cm,1.4 kg,,"Intel® Core™ 5-120U (12MB Cache, up to 5.0GHz)",,512GB PCIe NVMe,,,Intel Iris Xe Graphics,3Cell 41Wh,Windows 11 Home SL,WiFi 802.11ax (Wifi 6),Bluetooth 5.3,,,,,,Bạc,,"1 x USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge);
2 x USB Type-A 5Gbps signaling rate
1 x HDMI 2.1
1 x headphone/microphone combo",,"14 inch FHD, micro-edge, Anti-glare, 250 nits, 45% NTSC",,,,,,,Laptop HP 14-ep1011TU 9Z2W3PA Bạc,18490000.0,Máy tính xách tay,Pavilion 14-ep1011TU 9Z2W3PA,,,,,,,,,,,,,,,,,
Dell,,,,Intel® Core™ 7-150U,16GB DDR5 5200MHz (2x8GB),1TB M.2 PCIe NVMe SSD,,,NVIDIA GeForce MX570A 2GB GDDR6,4Cell 54WHrs,Win 11,,Bluetooth 5.,,,1 x SD card slot,,,Xanh,,"2 x USB 3.2 Gen 1 (5 Gbps) ports
1 x USB 3.2 Gen 2 (10 Gbps) Type-C®port with DisplayPort™ 1.4 and PowerDelivery
1 x headset (headphone and microphone combo) port
1 x HDMI 1.4 port
1 x power-adapter port",,"16.0inch 2.5K(2560x1600) 16:10, Anti-Glare, Non-Touch, 300nits, WVA, Display w/ ComfortView Plus Support",,,,,,,Laptop Dell Inspiron 16 5640 N6I7512W1 Xanh,30990000.0,,Dell Inspiron 16 5640 N6I7512W1,,,"1080p at 30 fps FHD camera, Dual-array microphones, built-in camera shutter",,,,,,,,,,,,,,
Dell,,,,Intel Core  i7-150U,16GB,1TB SSD,,,,,Windows 11 Home SL,,,,,,,,Xanh,,,,14 inch (1920 x 1200) FHD+,,,,,,,Laptop Dell Inspiron 14 5440 7FN5J Xanh,24990000.0,,Dell Inspiron 14 5440 (7FN5J),,,,,,,,,,,,,,,,,
Dell,31.40 x 22.62 x 1.99 cm,,,"Intel Core i5-1334U ( 1.3 GHz - 4.6 GHz / 12MB / 10 nhân, 12 luồng )",2 x 8GB DDR5 4400MHz,512GB SSD M.2 NVMe,,,,"3 cell 41 Wh , Pin liền",Windows 11 Home SL,,,,Vân tay,,,,Xanh,,"1 x USB Type C , 2 x USB 3.2 , 1 x SD card slot , Audio combo",,14.0inch Full HD+ (1920x1200) IPS LCD,,,,,,,Laptop Dell Inspiron 14 5440,19490000.0,,Dell Inspiron 14 5440  (NDY5V1),,,,,,,,,,,,,,,,,
Dell,,,,Intel Core i3-1305U (3.3GHz~ 4.5GHz) 5 Cores 6 Threads,8GB DDR5,512GB SSD,,,,,Windows 11 Home SL,,,,,,,,Xanh,,,,14 inch FHD (1920 x 1080),,,,,,,Laptop Dell Inspiron 14 5440,15890000.0,,Dell Inspiron 14 5440  (NDY5V),,,,,,,,,,,,,,,,,
MSI,359 x 266 x 22 mm,2.3 kg,,"Intel® Core™ i7-14700HX Gen 14th (5.5GHz) 20 Cores 28 Threads, 33MB Cache",16GB DDR5 5200MHz,"SSD 1TB M.2 PCIe Gen4, Gen5",,,Nvidia Geforce RTX 4050 6GB GDDR6 + MUX switch,65WHrs Battery,Windows 11 Home,,,,,,,Chiclet Keyboard RGB LED,,,"1 x HDMI
1 x USB TypeC (support DisplayPort / Power Delivery)
3 x USB 3.2 & USB 2.0
1 x DC-in
Jack Audio™ 3.5mm",,16.0-inch (16:10) FHD+ (1920*1200) IPS 144Hz,,,không,,,,Laptop MSI Gaming Sword 16 HX B14VEKG-039VN Xám đậm,33790000.0,Máy tính xách tay,MSI  Sword 16 HX B14VEKG-039VN,,"Wi-Fi 6E 802.11ax +  Bluetooth 5.3, LAN RJ45 Gigabit",HD 720P,,,,,,,,,,,,,,
Asus,31.05 x 22.19 x 1.39 ~ 1.59 cm,1.30 kg,,"Intel® Core™ Ultra 5 125H (3.60GHz up to 4.50GHz, 18MB Cache)",,1TB M.2 NVMe™ PCIe® 4.0 SSD,,,Intel® Arc™ Graphics,"4Cell 75WHrs, 4S1P",Windows 11 Home,,,,,,,,Xanh,,"2 x USB 3.2 Thế hệ 1 Loại A
2 x Thunderbolt™ 4 hỗ trợ màn hình / power delivery
1 x HDMI 2.1 TMDS
1 x Giắc Âm thanh Kết hợp 3,5 mm",,"14.0inch 3K (2880 x 1800) 16:10, Lumina OLED, 120Hz, 400nits, 100% DCI-P3",,,không,,,,Laptop Asus Vivobook S14 S5406MA-PP136W Xanh,24990000.0,Máy tính xách tay,Vivobook S14 S5406MA-PP136W,,"Wi-Fi 6E(802.11ax) (Dual band) 2*2, Bluetooth 5.3",,,,,,,,,,,,,,,
Lenovo,,,"1,97 Kg",,,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,,,Intel® Iris® Xe Graphics,3 cell,Windows® 11 Home,,,,,,,,,,"1x HDMI® 2.1, up to 4K/60Hz
1x USB 2.0
1x USB 3.2 Gen 1 (Always On)
1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1x Ethernet (RJ-45)
1x Headphone / microphone combo jack (3.5mm)",,"16"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",,,,,,,Laptop Lenovo ThinkPad E16 Gen 1 21JN00FGVA Đen,22490000.0,,21JN00FGVA,,,Có,,,,,,,,,,,,,,
Lenovo,,,"1,97 Kg",,,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,,,Integrated Intel® Iris® Xe Graphics,3 cell,Windows® 11 Home,,,,,,,,,,"1x HDMI® 2.1, up to 4K/60Hz
1x USB 2.0
1x USB 3.2 Gen 1 (Always On)
1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1x Ethernet (RJ-45)
1x Headphone / microphone combo jack (3.5mm)",,"16"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",,,,,,,Laptop Lenovo ThinkPad E16 Gen 1 21JN00FQVN Đen,27590000.0,,21JN00FQVN,,,HD 720p with E-shutter,,,,,,,,,,,,,,
Lenovo,,,2.38 kg,,,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,,,NVIDIA® GeForce RTX™ 4060 8GB GDDR6,4Cell 60WHrs,Windows® 11 Home,,,,,,,,,,"3 x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1 x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4
1 x HDMI® 2.1, up to 8K/60Hz
1 x Headphone / microphone combo jack (3.5mm)
1 x Ethernet (RJ-45)
1 x Power connector",,"15.6inch FHD (1920x1080) IPS, 300nits, Anti-glare, 100% sRGB, 144Hz, G-SYNC®",,,,,,,Laptop Lenovo LOQ 15ARP9 83JC003YVN Xám,28790000.0,,LOQ 15ARP9 83JC003YVN,,,HD 720p with E-shutter,,,,,,,,,,,,,,
,,,1.2 kg,,,1TB M.2 NVMe™ PCIe® 4.0 SSD,,,Intel Arc Graphics,"4-cell Li-ion, 75 Wh",Windows 11 Home,WiFi 802.11ax (Wifi 6),,Harman/kardon (Premium) with Cortana and Alexa voice-recognition support,"McAfee® dùng thử miễn phí 30 ngày
Webcam hồng ngoại có hỗ trợ Windows Hello
Trusted Platform Module (TPM) 2.0",,,Keyboard Laptop + Touchpad,Xanh,,"1x USB 3.2 Gen 1 Type-A
2x ThunderBolt™ 4  Type-C
1x HDMI 2.1
1x Jack Audio™ 3.5m",M.2 NVMe,"14.0 inch 3K (2880 x 1800) OLED 16:10 120Hz, 600  nits, 100% DCI-P3 Glossy display, TÜV Rheinland-certified","Adapter, tài liệu, sách",,,,,,Laptop Asus Zenbook 14 OLED UX3405MA-PP475W Xanh,34990000.0,,Zenbook 14 OLED UX3405MA-PP475W,1 x M.2 NVMe,,,FHD IR / 3DNR / ACS camera - nhận diện khuôn mặt,,,,,,,,,,,,,
Dell,314 x 226 x 16.49 mm,1.56 kg,,"Intel Core i7-150U (1.80Ghz up to 5.40GHz, 12MB Cache)",,512GB M.2 PCIe NVMe SSD,,,Intel Iris Xe Graphics,4Cell 54WHrs,Windows 11 Home,,,,,,,,,,"1 headset port;
1 HDMI 1.4 port;
2 USB 3.2 Gen 1 ports;
1 USB Type-C Thunderbolt 4.0 port with DisplayPort
1 SD-card slot",,"14.0inch  FHD+ (1920 x 1200) 16:10, Anti-Glare, Non-Touch, 250nits, WVA Display with ComfortView Support",,,,Có,,,Laptop Dell Inspiron 14 5440 N4I7204W1 IceBlue,23550000.0,Máy tính xách tay,Dell Inspiron 14 5440 N4I7204W1,,Wi-Fi 6 (WiFi 802.11ax) và Bluetooth 5.2,"720p at 30 fps HD RGB camera, Single microphones",,802.11ax 2x2 WiFi and Bluetooth 5,,,,,,,,,,,,
Dell,314 x 226 x 16.49 mm,1.56 kg,,"Intel Core i5-120U (1.40Ghz up to 5.00GHz, 12MB Cache)",,512GB M.2 PCIe NVMe SSD,,,Intel Iris Xe Graphics,4 cell,Windows 11 Home + Office Student,,,,Nhận dạng vân tay,,,,,,"1 headset port;
1 HDMI 1.4 port;
2 USB 3.2 Gen 1 ports;
1 USB Type-C Thunderbolt 4.0 port with DisplayPort
1 SD-card slot",,"14.0 inch FHD+ (1920 x 1200) 16:10, Anti-Glare, Non-Touch, 250nits, WVA Display with ComfortView Support",,,,,,,Laptop Dell Inspiron 5440 N4I5211W1 IceBlue,20990000.0,Máy tính xách tay,Dell Inspiron 5440 N4I5211W1,,Wi-Fi 6 (WiFi 802.11ax) và Bluetooth 5.2,"720p at 30 fps HD camera, single-integrated microphone",,802.11ax 2x2 WiFi and Bluetooth 5.2,,,,,,,,,,,,
Lenovo,,,1.82 kg,,,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,,,Intel® Arc™ Graphics,57Wh,"Windows® 11 Home Single Language, English",,,,,1 x microSD Card Reader,,,Xám,,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On
2 x USB-C® (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort™ 1.4
1 x HDMI® 1.4b
1 x Headphone / microphone combo jack (3.5mm)",,"16.0 inch 2K (2048x1280) OLED, 400nits, Glossy, 100% DCI-P3, 120Hz, DisplayHDR™ True Black 500",,,,,,,Laptop Lenovo IdeaPad Slim 5 16IMH9 83DC001SVN Xám,25450000.0,,IdeaPad Slim 5 16IMH9 83DC001SVN,,,"FHD 1080p + IR with Privacy Shutter, ToF Sensor",,,,,,,,,,,,,,
Acer,312.9 (W) x 217.9 (D) x 14.9 (H) mm,1.32 kg,,"Intel Core Ultra 7 155H (1.40GHz up to 4.80Ghz, 24MB Cache)",,512GB PCIe NVMe SSD (nâng cấp tối đa 2TB),,,Intel Arc Graphics,3 Cell 65Wh,Windows 11 Home,,,,vân tay,1 x microSD™ Card reader,,,,,"2 x USB Type-C™ ports supporting:
• USB4® 40Gbps
• Thunderbolt™ 4
• USB charging 5V;3A
• DC-in port 20V;100W
2 x USB Standard-A ports, supporting:
• USB 3.2 Gen 1
• USB 3.2 Gen 1 featuring power off USB charging
1 x Headphone/speaker jack
1 x HDMI®2.1 port with HDCP support",,"14inch 2.8K (2880 x 1800) IPS, 400nits, 100% sRGB",,,,,,,Laptop Acer Swift Go 14 SFG14-73-71ZX,24990000.0,Máy tính xách tay,Swift Go 14 SFG14-73-71ZX (NX.KSLSV.002),,Wi-Fi 7 BE +Bluetooth® 5.3,1440p QHD Camera,,,,,,,,,,,,,,
Acer,312.9 (W) x 217.9 (D) x 14.9 (H) mm,1.32 kg,,"Intel Core Ultra 5 125H (1.20GHz up to 4.50Ghz, 18MB Cache)",,512GB PCIe NVMe SSD (nâng cấp tối đa 2TB),,,Intel Arc Graphics,3 Cell 65Wh,Windows 11 Home,,,,vân tay,1 x microSD™ Card reader,,,,,"2 x USB Type-C™ ports supporting:
• USB4® 40Gbps
• Thunderbolt™ 4
• USB charging 5V;3A
• DC-in port 20V;100W
2 x USB Standard-A ports, supporting:
• USB 3.2 Gen 1
• USB 3.2 Gen 1 featuring power off USB charging
1 x Headphone/speaker jack
1 x HDMI®2.1 port with HDCP support",,"14inch 2.8K (2880 x 1800) IPS, 400nits, 100% sRGB",,,,,,,Laptop Acer Swift Go 14 SFG14-73-53X7,22290000.0,Máy tính xách tay,Swift Go 14 SFG14-73-53X7 (NX.KSLSV.001),,Wi-Fi 7 BE +Bluetooth® 5.3,1440p QHD Camera,,,,,,,,,,,,,,
Lenovo,,,"1,53 kg","Intel Core i7-13700H (upto 5.00 GHz, 24MB)",,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,,,Integrated Intel® Iris® Xe Graphics,3 cell /57Wh,Windows 11 Home,"Intel® Wi-Fi® 6 AX201, 11ax 2x",Bluetooth® 5.1,,vân tay,,10/100/1000,,,,"1x USB 2.0
1x USB 3.2 Gen 1 (Always On)
1x Thunderbolt 4
USB4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)
1x HDMI 1.4b
1x Ethernet (RJ-45)
1x Headphone / mic",,"14 inch WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",,,,,,,Laptop Lenovo ThinkPad E14 Gen 5 21JK00FMVN Đen,25990000.0,,ThinkPad E14 Gen 5 21JK00FMVN,,,FHD 1080p + IR Hybrid with Privacy Shutter,,,,,,,,,,,,,,
Hp,32.2 x 21 x 1.99 cm,1.51 kg,,"Intel Core i3-1315U (upto 4.50 GHz, 10MB)",,256GB M.2 NVMe PCIe 2280,,,Intel Iris Xe Graphics,"3 cell 43 Wh , Pin liền",Windows 11 Home SL,WiFi 802.11ax (Wifi 6),Bluetooth 5.3,,Vân tay,,,,Bạc,,"1 x USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge);
2 x USB Type-A 5Gbps signaling rate
1 x HDMI 2.1
1 x headphone/microphone combo",M.2 NVMe,"14.0 inch FHD (1920 x 1080), IPS, edge-to-edge glass, micro-edge, 250 nits, 45% NTSC cảm ứng (có bút)",,,N/a,,,,Laptop HP Pavilion X360 14-ek1046TU 80R24PA Bạc,15790000.0,Máy tính xách tay,Pavilion X360 14-ek1046TU 80R24PA,1 x M.2 NVMe,,720p HD camera,,,,,,,,,,,,,,
HP,36.02cm x 23.4cm x 1.79cm (W x D x H),1.74 kg,,"Intel® Core i5-1335U (1.30GHz up to 4.60GHz, 12MB Cache)",,16GB DDR4 3200MHz (2x8GB),,,NVIDIA GeForce MX550 2GB GDDR6,"3-cell, 41 Wh Li-ion",Windows 11 Home,,,2 Loa,,,,,,,"1 x SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge);
2 x SuperSpeed USB Type-A 5Gbps signaling rate;
1 x HDMI 2.1;
1 x AC smart pin;
1 x headphone/microphone combo",,"15.6 inch FHD (1920 x 1080) IPS, micro-edge, BrightView, 250 nits, 45% NTSC",,,512GB PCIe® NVMe™ M.2 SSD,,,,Laptop HP Pavilion 15-eg3033TX 8U6L6PA Vàng,19590000.0,Máy tính xách tay,Pavilion 15-eg3033TX 8U6L6PA,,"WiFi 802.11ax (Wi-Fi 6), Bluetooth 5.2",HP Wide Vision 720p HD,,,,,,,,,,,,,,
Hp,"30,69 x 20,84 x 1,59 cm","1,22 kg",,"Intel Core i5-1335U upto 4.60GHz, 10 nhân 12 luồng 12MB",,512 GB PCIe NVMe SSD,,,Intel® UHD Graphics,"3 cell 42 Wh , Pin liền",,,,,,,,,Bạc,,"2 x USB 3.2  Type-A 5Gbps
1 x Thunderbolt 4 with USB4 Type-C 40Gbps
1 x RJ-45
1 x headphone/microphone combo
1 x HDMI 2.0
1 x AC power",,"13.3 inch  diagonal, FHD (1920 x 1080), IPS, narrow bezel, Anti-glare, 250 nits, 45% NTSC",,,N/a,,,,Laptop HP Elitebook 630 G10 9J0B3PT Bạc,20990000.0,Máy tính xách tay,Elitebook 630 G10 9J0B3PT,,Intel® Wi-Fi 6E AX211 (2x2) and Bluetooth® 5.3,720p HD camera,,,,,,,,,,,,,,
Lenovo,,,"1,43 kg","Intel® Core™ i7-1355U (1.70GHz up to 5.00GHz, 12MB Cache)",,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,,,Intel® Iris® Xe Graphics,Integrated 47Wh,,"Intel® Wi-Fi® 6 AX201, 11ax 2x",Bluetooth 5.1,,,,,,,,"1 x  USB 2.0
1 x USB 3.2 Gen 1 (Always On)
1 x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1 x ThunderBolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1 x HDMI® 2.1, up to 4K/60Hz
1 x Ethernet (RJ-45)
1 x Headphone /  Jack Audio™ 3.5mm",,"14.0 inch WUXGA (1920x1200) IPS, 300nits, Anti-glare, 45% NTSC",,,,,,,Laptop Lenovo ThinkPad E14 Gen 5 21JK007XVN Xám,22490000.0,,ThinkPad E14 Gen 5 21JK007XVN,,,FHD 1080p + IR Hybrid with Privacy Shutter,,,,,,,,,,,,,,
HP,30.69 x 20.84 x 1.59,1.3kg,,"Intel® Core™ i3-1315U (up to 4.5 GHz with Intel® Turbo Boost Technology, 10 MB L3 cache, 6 cores, 8 threads)",,256 GB PCIe® NVMe™ SSD,,,Intel® UHD Graphics,"3-cell, 42 Wh Li-ion",Windows 11 Home,Intel® Wi-Fi 6E AX211 (2x2),Bluetooth®️ 5.3,,,,,,Bạc,,"2 x USB 3.2 ,
1 x Thunderbolt 4 ,
1 x SD card slot , Audio combo , LAN 1 Gb/s",,"13.3"" diagonal, FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",,,N/a,,,,Laptop HP EliteBook 630 G10 873D5PA Bạc,14890000.0,Máy tính xách tay,HP  EliteBook 630 G10 873D5PA,,,,,,,,,,,,,,,,,
HP,35.94 x 23.39 x 1.99 cm,1.79 kg,,"Intel Core i5-1335U (12MB, up to 4.60GHz)",,256GB PCIe NVMe,,,Intel® UHD Graphics,3Cell 51Whrs,Windows 11 Home,Intel® Wi-Fi 6E AX211 (2x2),Bluetooth®️ 5.3,,,,,,Bạc,,"2 x USB Type-A 5Gbps signaling rate (1 charging, 1 power);
2 x USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1);
1 HDMI 2.1
1 stereo headphone/Jack Audio™ 3.5mm",,"15.6 inch FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",,,N/a,,,,Laptop HP ProBook 450 G10 873C9PA Bạc,18990000.0,Máy tính xách tay,HP ProBook 450 G10  873C9PA,,,720p HD camera,,,,,,,,,,,,,,
HP,35.94 x 23.39 x 1.99 cm,1.79 kg,,Intel® Core™ i3-1315U 1.2GHz up to 4.5GHz 10MB,,512 GB PCIe NVMe SSD,,,Vga Intel Iris Xe Graphics,"3-cell, 42 Wh",Windows 11 Home,Intel® Wi-Fi 6E AX211 (2x2),Bluetooth®️ 5.3,,,,,,Bạc,,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power)
1 AC power
1 HDMI 2.1
1 stereo headphone/Jack Audio™ 3.5mm
1 RJ-45
2 USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1",,"15.6 inch FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",,,N/a,,,,Laptop HP ProBook 450 G10 873C8PA Bạc,14990000.0,Máy tính xách tay,HP ProBook 450 G10 873C8PA,,,720p HD camera,,,,,,,,,,,,,,
HP,35.94 x 23.39 x 1.99 cm,1.79 kg,,Intel® Core™ i3-1315U 1.2GHz up to 4.5GHz 10MB,,256GB PCIe® NVMe™ SSD,,,Intel UHD Graphics,"3-cell, 42 Wh",Windows 11 Home,Intel® Wi-Fi 6E AX211 (2x2),Bluetooth®️ 5.3,,,,,,Bạc,,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power)
1 AC power
1 HDMI 2.1
1 stereo headphone/Jack Audio™ 3.5mm
1 RJ-45
2 USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1",,"15.6 inch FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",,,N/a,,,,Laptop HP ProBook 450 G10 873C2PA Bạc,14490000.0,Máy tính xách tay,ProBook 450 G10 873C2PA,,,720p HD camera,,,,,,,,,,,,,,
Lenovo,,1.7 kg,,"Intel® Core™ i5-13500H (2.6GHz up to 4.70GHz, 18MB Cache)","16GB DDR5 5200MHz SO-DIMM (Two DDR5 SO-DIMM slots, up to 64GB)",512GB SSD M.2 2280 PCIe® 4.0x4 NVMe®,,,Intel® Iris® Xe Graphics,71WHrs,Win 11 Home,,,"High Definition (HD) Audio, Realtek® ALC3287 codec",Vân tay,,,,,,"1 x Ethernet (RJ-45)
1 x HDMI® 2.1, up to 4K/60Hz
1 x Headphone / microphone combo jack (3.5mm)
1 x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1 x USB 3.2 Gen 1
1 x USB 3.2 Gen 1 (Always On)
1 x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)",,"16 inch WUXGA (1920x1200) IPS 300nits Anti-glare, 100% sRGB",,,,,,,Laptop Lenovo ThinkBook 16 G6 IRL 21KH00C0VN Xám,17990000.0,Máy tính xách tay,ThinkBook 16 G6 IRL 21KH00C0VN,,"Wi-Fi® 6E, 11ax 2x2 , Bluetooth 5.1",FHD 1080p with Privacy Shutter,,,,,,,,,,,,,,
Lenovo,359.7 x 260.3 x 19.9-21.9mm,2.4 kg,,"Intel® Core™ i5-13500H, 12 Cores (4P + 8E) / 16 Threads, P-core 2.6 / 4.7GHz, E-core 1.9 / 3.5GHz, 18MB",,512GB SSD M.2 2280 PCIe 4.0x4 NVMe (Còn trống 1 khe M2 2280 PCIe 4.0 x4),,,"NVIDIA® GeForce RTX™ 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 100W",80Wh,Windows 11 Home,,,"High Definition (HD) Audio
Realtek ALC3287 codec
Loa âm thanh nổi, 2W x2
Nahimic Gaming Audio",,Có,,,xám,,"1x Power connector
1x Card reader
1x Ethernet (RJ-45)
1x HDMI® 2.1, up to 8K/30Hz
1x Headphone / Jack Audio™ 3.5mm 
1x Power connector
1x USB 3.2 Gen 2
1x USB 3.2 Gen 2 (Always On)
1x USB-C® 3.2 Gen 2 (support data transfer and DisplayPort™ 1.4)
1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)",,"16"" WQXGA (2560x1600) IPS 300nits Anti-glare, 100% sRGB, 165Hz, G-SYNC®, Low Blue Light",,,,4-Zone RGB,,,Laptop Lenovo Gaming Legion Slim 5 16IRH8 82YA00BSVN Xám,32890000.0,Máy tính xách tay,Legion 5 16IRH8 82YA00BSVN,,"Wi-Fi® 6E, 11ax 2x2 , bluetooth 5.1",FHD 1080p with E-shutter,,,,,,,,,,,,,,
Dell,,,1.36 kg,,,"512GB M.2, PCIe NVMe SSD",,,Intel Iris Xe Graphics,3 cell 54Wh,NoOS,,Bluetooth,,,,,,,,"2 Thunderbolt™ 4 ports with DisplayPort™ Alt Mode/USB Type-C/USB4/Power Delivery
1 USB 3.2 Gen 1 port with PowerShare
1 USB 3.2 Gen 1 port
1 HDMI 2.0 port
1 Universal audio port
1 RJ45 Ethernet port",,"14.0 inch FHD (1920x1080) Non-Touch, AG, IPS, 250 nits",Full box,,,,,,Laptop Dell Latitude 5440 L54401335U16512G,24790000.0,,Latitude 5440 L54401335U16512G,,,,,,,,,,,,,,,,,
Lenovo,359.6 x 264.8 x 22.1-25.2 mm,2.4 kg,,"Intel® Core™ i7-13650HX, 14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB",,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (2 Slots: M2 2242 PCIe 4.0 x4 Slot/ M.2 2280 PCIe 4.0 x4 Slot),,,"NVIDIA® GeForce RTX™ 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 105W",60Wh (4 Cell),Windows 11 Home,,,,,,,,Xám,,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.4
1x HDMI® 2.1, up to 8K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Power connector",,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®",,,,,,,Laptop Gaming Lenovo LOQ 15IRX9 83DV00D5VN Xám,29200000.0,Máy tính xách tay,Laptop Lenovo LOQ 15IRX9 83DV00D5VN,,"Wi-Fi 6 11ax, 2x2 + BT5.1",FHD 1080p with E-shutter,,,,,,,,,,,,,,
