Tên sản phẩm,Giá bán,Thương hiệu,Bảo hành,Mô tả bảo hành,CPU,NPU,Chip đồ họa,Màn hình,Webcam,Ram,Lưu trữ,Cổng kết nối,Kết nối không dây,Bàn phím,Hệ điều hành,Kích thước,Pin,Khối lượng,Bảo mật,Đèn LED trên máy,Trong hộp có gì,Series model,Tên,Part-number,Màu sắc,Nhu cầu,Âm thanh,Chất liệu,Dung lượng RAM,Dung lượng SSD,"Kích thước, khối lượng",Công suất pin,Cổng HDMI,Tính năng đặc biệt
Laptop Msi Modern 15 B13M-438VN,11.990.000₫,Msi,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-1335U ( 1.3 GHz - 4.6 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"15.6"" ( 1920 x 1080 ) Full HD IPS , 60Hz , không cảm ứng",HD webcam,8GB Onboard DDR4 3200MHz Không nâng cấp được ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
1 x USB 3.2
2 x USB 2.0
1 x micro SD card slot
Audio combo
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , LED",Windows 11 Home,359 x 241 x 19.9 mm,"3 cell 40 Wh , Pin liền",1.7 kg,,không đèn,"Adapter, dây nguồn",MSI Modern,Modern 15 B13M-438VN,438VN,Đen,Văn phòng,Hi-Res Audio,,,,,,,
Laptop Msi Modern 14 C13M-607VN,14.490.000₫,Msi,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i7-1355U ( 1.7 GHz - 5.0 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"14"" ( 1920 x 1080 ) Full HD IPS , 60Hz , không cảm ứng",HD webcam,16GB Onboard DDR4 3200MHz Hỗ trợ tối đa 16GB ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
1 x USB 3.2
2 x USB 2.0
1 x micro SD card slot
Audio combo
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , LED",Windows 11 Home,319.9 x 223 x 19.35 mm,"3 cell 40 Wh , Pin liền",1.4 kg,,không đèn,"Adapter, dây nguồn",MSI Modern,Modern 14 C13M-607VN,607VN,Đen,Văn phòng,Hi-Res Audio,,,,,,,
Laptop Asus Vivobook X1504VA-NJ069W,10.290.000₫,Asus,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i3-1315U ( 1.2 GHz - 4.5GHz / 10MB / 6 nhân, 8 luồng ), Non-EVO",,Onboard graphics Intel® UHD Graphics,"15.6"" ( 1920 x 1080 ) Full HD 16:9 , 60Hz , không cảm ứng , 45% NTSC , Màn hình chống lóa",HD webcam,8GB Onboard DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , có phím số , không đèn",Windows 11 Home,35.97 x 23.25 x 1.79 cm,"3 cell 42 Wh , Pin liền",1.7 kg,Vân tay,không đèn,,ASUS Vivobook,Vivobook X1504VA-NJ069W,90NB10J2-M002F0,Bạc,Văn phòng,SonicMaster,,,,,,,
Laptop Asus Vivobook A1405VA-KM095W,16.990.000₫,Asus,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-13500H ( 2.6 GHz - 4.7GHz / 18MB / 12 nhân, 16 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"14"" ( 2880 x 1800 ) 2.8K 16:10 , OLED , 90Hz , không cảm ứng , 600 nits , 100% DCI-P3 , Màn hình gương",HD webcam,16GB (8GB + 8GB Onboard) DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / Power Delivery
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , không phím số , không đèn",Windows 11 Home,31.71 x 22.20 x 1.99cm,"3 cell 50 Wh , Pin liền",1.6 kg,Vân tay,không đèn,,ASUS Vivobook,Vivobook A1405VA-KM095W,90NB10M1-M00450,Bạc,Văn phòng,SonicMaster,,,,,,,
Laptop Asus Vivobook A1505VA-L1114W,17.090.000₫,Asus,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-13500H ( 2.6 GHz - 4.7GHz / 18MB / 12 nhân, 16 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"15.6"" ( 1920 x 1080 ) Full HD 16:9 , 60Hz , không cảm ứng , 600 nits , 100% DCI-P3 , Màn hình gương",HD webcam,16GB (8GB + 8GB Onboard) DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 24GB ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / Power Delivery
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , có phím số , không đèn",Windows 11 Home,31.26 x 22.12 x 1.55 cm,"3 cell 50 Wh , Pin liền",1.7 kg,,không đèn,,ASUS Vivobook,Vivobook A1505VA-L1114W,,Đen,Văn phòng,SonicMaster,,,,,,,
Laptop Asus Vivobook A1505VA-L1201W,22.790.000₫,Asus,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i9-13900H ( 2.6 GHz - 5.4GHz / 24MB / 14 nhân, 20 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"15.6"" ( 1920 x 1080 ) Full HD 60Hz , không cảm ứng , 600 nits , 100% DCI-P3",HD webcam,16GB (8GB + 8GB Onboard) DDR4 3200MHz ( 1 Khe cắm / Hỗ trợ tối đa 24GB ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , có phím số , không đèn",Windows 11 Home,35.68 x 22.76 x 1.99cm,"3 cell 50 Wh , Pin liền",1.7 kg,Vân tay,không đèn,,ASUS Vivobook,Vivobook A1505VA-L1201W,90NB10P2-M007W0,Bạc,Văn phòng,SonicMaster,,,,,,,
Laptop Msi Katana 15 B13VFK - 676VN,27.990.000₫,Msi,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i7-13620H ( 2.4 GHz - 4.9GHz / 24MB / 10 nhân, 16 luồng ), Non-EVO",,GeForce RTX™ 4060 8GB GDDR6 Intel® UHD Graphics 770 105W,"15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng",HD webcam,2 x 8GB DDR5 5200MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , RGB",Windows 11 Home,359 x 259 x 24.9 mm,"3 cell 54 Wh , Pin liền",2.2 kg,,không đèn,"Balo, Adapter, dây nguồn,...",MSI Katana,Katana 15 B13VFK - 676VN,676VN,Đen,Văn phòng,"Nahimic, Hi-Res Audio",,,,,,,
Laptop Msi Modern 14 C13M-458VN,11.490.000₫,Msi,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-1335U ( 1.3 GHz - 4.6GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"14"" ( 1920 x 1080 ) Full HD IPS , 60Hz , không cảm ứng",HD webcam,8GB Onboard DDR4 3200MHz Hỗ trợ tối đa 8GB ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
1 x USB 3.2
2 x USB 2.0
1 x micro SD card slot
Audio combo
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , LED",Windows 11 Home,319.9 x 223 x 19.35 mm,"3 cell 40 Wh , Pin liền",1.4 kg,,không đèn,"Adapter, dây nguồn,...",MSI Modern,Modern 14 C13M-458VN,458VN,Đen,Văn phòng,,,,,,,,
Laptop HP Envy x360 13-bf0113TU,21.190.000₫,HP,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-1230U ( 1.0 GHz - 4.4 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard graphics Intel® UHD Graphics,"13.3"" ( 2880 x 1800 ) 2.8K OLED , 60Hz , cảm ứng , 500 nits , 100% DCI-P3",,8GB Onboard LPDDR4X 4266MHz,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo","WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",Windows 11 Home,29.83 x 21.49 x 1.61 cm,"4 cell 66 Wh , Pin liền",1.3 kg,,không đèn,"Adapter, dây nguồn, pen…",HP Envy,Envy x360 13-bf0113TU (7C0V8PA),7C0V8PA,Xanh,"Văn phòng, Doanh nghiệp, Học sinh - Sinh viên",HP Audio Boost,,,,,,,
Laptop HP Pavilion 15-eg2089TU,16.990.000₫,HP,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i7-1260P ( 2.1 GHz - 4.7 GHz / 18MB / 12 nhân, 16 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"15.6"" ( 1920 x 1080 ) Full HD IPS , 60Hz , không cảm ứng , 250 nits , 45% NTSC",HD webcam,2 x 4GB DDR4 3200MHz,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số",Windows 11 Home SL,36.02 x 23.4 x 1.79 cm,"3 cell 41 Wh , Pin liền",1.7 kg,,không đèn,"Adapter, dây nguồn,…",HP Pavilion,Pavilion 15-eg2089TU (7C0R1PA),7C0R1PA,Gold,"Văn phòng, Doanh nghiệp, Học sinh - Sinh viên",HP Audio Boost,,,,,,,
Laptop HP Pavilion 14-dv2072TU,17.890.000₫,HP,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i7-1255U ( 1.7 GHz - 4.7 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"14"" ( 1920 x 1080 ) Full HD IPS , 60Hz , không cảm ứng , 250 nits , 45% NTSC",HD webcam,2 x 4GB DDR4 3200MHz ( 2 Khe cắm,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , không đèn",Windows 11 Home SL,32.5 x 21.66 x 1.70 cm,"3 cell 41 Wh , Pin liền",1.4 kg,,không đèn,"Adapter, dây nguồn,…",HP Pavilion,Pavilion 14-dv2072TU (7C0W1PA),7C0W1PA,Gold,"Văn phòng, Doanh nghiệp, Học sinh - Sinh viên",HP Audio Boost,,,,,,,
Laptop HP 15s-fq5159TU,19.490.000₫,HP,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i7-1255U ( 1.7 GHz - 4.7 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"15.6"" ( 1920 x 1080 ) Full HD IPS , 60Hz , không cảm ứng , 250 nits , 45% NTSC , Màn hình chống lóa",HD webcam,2 x 4GB DDR4 3200MHz ( 2 Khe cắm,256GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI","WiFi 802.11ac , Bluetooth 5.0","Bàn phím thường , có phím số",Windows 11 Home SL,35.85 x 24.2 x 1.79 cm,"3 cell 41 Wh , Pin liền",1.7 kg,,không đèn,"Adapter, dây nguồn,…",HP 15s,15s-fq5159TU (7C0S0PA),7C0S0PA,Bạc,"Văn phòng, Doanh nghiệp, Học sinh - Sinh viên",,,,,,,,
Laptop HP 15s-fq5144TU,17.590.000₫,HP,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i7-1255U ( 1.7 GHz - 4.7 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"15.6"" ( 1920 x 1080 ) Full HD IPS , 60Hz , không cảm ứng , 250 nits , 45% NTSC , Màn hình chống lóa",HD webcam,2 x 8GB DDR4 3200MHz ( 2 Khe cắm,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI","WiFi 802.11ac , Bluetooth 5.0","Bàn phím thường , có phím số",Windows 11 Home SL,35.85 x 24.2 x 1.79 cm,"3 cell 41 Wh , Pin liền",1.7 kg,,không đèn,"Adapter, dây nguồn,…",HP 15s,15s-fq5144TU (7C0R8PA),7C0R8PA,Bạc,"Văn phòng, Doanh nghiệp, Học sinh - Sinh viên",,,,,,,,
Laptop HP 15s-fq5160TU,15.490.000₫,HP,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-1235U ( 1.3 GHz - 4.4 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"15.6"" ( 1920 x 1080 ) Full HD IPS , 60Hz , không cảm ứng , 250 nits , 45% NTSC , Màn hình chống lóa",HD webcam,2 x 8GB DDR4 3200MHz ( 2 Khe cắm,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI","WiFi 802.11ac , Bluetooth 5.0","Bàn phím thường , có phím số",Windows 11 Home SL,35.85 x 24.2 x 1.79 cm,"3 cell 41 Wh , Pin liền",1.7 kg,,không đèn,"Adapter, dây nguồn,…",HP 15s,15s-fq5160TU (7C0S1PA),7C0S1PA,Bạc,"Văn phòng, Doanh nghiệp, Học sinh - Sinh viên",,,,,,,,
Laptop Acer Aspire 3 A315-59-381E,11.990.000₫,Acer,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i3-1215U ( 1.2 GHz - 4.4GHz / 10MB / 6 nhân, 8 luồng ), Non-EVO",,Onboard graphics Intel® UHD Graphics,"15.6"" ( 1920 x 1080 ) Full HD 60Hz , Acer ComfyView",HD webcam,2 x 4GB DDR4 2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ac , Bluetooth","Bàn phím thường , có phím số",Windows 11 Home,36.29 x 24.126 x 1.99 cm,"3 cell 40 Wh , Pin liền",1.7 kg,,không đèn,Cáp + Sạc,Acer Aspire,Aspire 3 A315-59-381E (NX.K6TSV.006),NX.K6TSV.006,Bạc,,,,,,,,,
Laptop Acer Aspire 5 A514-55-5954,12.190.000₫,Acer,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-1235U ( 1.3 GHz - 4.4GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"14"" ( 1920 x 1080 ) Full HD IPS , 60Hz",HD webcam,8GB (4GB + 4GB Onboard) DDR4 2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"3 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth","Bàn phím thường , LED",Windows 11 Home,32.81 x 22.12 x 1.79 cm,"3 cell 50 Wh , Pin liền",1.4 kg,Vân tay,,,Acer Aspire,Aspire 5 A514-55-5954 (NX.K5BSV.001),NX.K5BSV.001,Xám,,Acer Purified Voice,Vỏ kim loại,,,,,,
Laptop HP Probook 450 G9,22.890.000₫,HP,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i7-1255U ( 1.7 GHz - 4.7GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"15.6"" ( 1920 x 1080 ) Full HD IPS , 60Hz , Màn hình chống lóa",HD webcam,1 x 16GB DDR4 3200MHz ( 2 Khe cắm,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB Type C / DisplayPort
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , LED",Windows 11 Home SL,35.94 x 23.39 x 1.99 cm,"3 cell 52 Wh , Pin liền",1.7 kg,Vân tay,,,HP Probook,Probook 450 G9 (6M0Z9PA),6M0Z9PA,Bạc,"Văn phòng, Doanh nhân, Đồ họa - Kỹ thuật",,,,,,,,
Laptop Acer Swift 3 SF314-512-56QN,17.990.000₫,Acer,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-1240P ( 1.7 GHz - 4.4GHz / 12MB / 12 nhân, 16 luồng ), Intel EVO",,Onboard graphics Intel® Iris® Xe Graphics,"14"" ( 2560 x 1440 ) WQHD IPS , 60Hz , Acer ComfyView",FHD webcam,16GB LPDDR4X 4267MHz,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"2 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , LED",Windows 11 Home,32.1 x 21.08 x 1.59 cm,"56 Wh , Pin liền",1.2 kg,Vân tay,,,Acer Swift,Swift 3 SF314-512-56QN (NX.K0FSV.002),NX.K0FSV.002,Bạc,"Văn phòng, Học sinh - Sinh viên, Doanh nhân",Acer TrueHarmony Technology,,,,,,,
Laptop Asus Vivobook A1403ZA-KM161W,19.490.000₫,Asus,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-12500H ( 2.5 GHz - 4.5 GHz / 18MB / 12 nhân, 16 luồng ), Non-EVO",,Onboard graphics Intel® Iris® Xe Graphics,"14"" ( 2880 x 1800 ) 2.8K OLED , 90Hz , không cảm ứng , 600 nits , 100% DCI-P3",HD webcam,8GB Onboard DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),256GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"1 x USB 3.2 Type C
2 x USB 3.2
1 x USB 2.0
1 x 3.5 mm
1 x HDMI","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , không phím số , LED",Windows 11 Home,31.71 x 22.20 x 1.99 cm,3 cell 70 Wh,1.6 kg,Vân tay,không đèn,,ASUS Vivobook,Vivobook A1403ZA-KM161W,A1403ZA-KM161W,Xanh,,SonicMaster,,,,,,,
Laptop Acer Nitro 5 Tiger AN515-58-52SP,18.190.000₫,Acer,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-12500H ( 2.5 GHz - 4.5 GHz / 18MB / 12 nhân, 16 luồng ), Non-EVO",,GeForce RTX™ 3050 4GB GDDR6 Intel® UHD Graphics,"15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng",HD webcam,1 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"512GB SSD M.2 NVMe ( 1 x 2.5"" SATA /( 2 x M.2 NVMe )","3 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , RGB",Windows 11 Home,36.04 x 27.109 x 2.59 cm,4 cell 57 Wh,2.5 kg,,không đèn,,Acer Nitro,Nitro 5 Tiger AN515-58-52SP (NH.QFHSV.001),NH.QFHSV.001,Đen,"Gaming, Đồ họa - Kỹ thuật",Acer TrueHarmony Technology,,,,,,,
Laptop Lenovo ThinkPad E16 Gen 2 - 21MA004EVN,26.690.000₫,Lenovo,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ Ultra 5-125H ( 3.6 GHz - 4.5 GHz / 18MB / 14 nhân, 18 luồng ), Intel EVO","Intel® AI Boost, up to 11 TOPS",Onboard graphics Intel® Arc™ Graphics,"16"" ( 1920 x 1200 ) WUXGA IPS , không cảm ứng , 300 nits , 45% NTSC , Màn hình chống lóa",FHD webcam,2 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),"1TB SSD M.2 NVMe ( 1 x M.2 2280, 1 x M.2 2242 )","1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s","Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím thường , có phím số , LED","Windows 11 Home SL, English",356.1 x 247.7 x 19.85 mm,"47 Wh , Pin liền",1.8 kg,,không đèn,,Lenovo ThinkPad,ThinkPad E16 Gen 2 - 21MA004EVN,21MA004EVN,Đen,Văn phòng,Dolby Atmos,Vỏ nhôm,,,,,,
"Apple MacBook Air M2 13.6""",27.490.000₫,Apple,12 tháng,,Apple M2 ( 8‑Core CPU / 10‑Core GPU ),,,"13.6"" ( 2560 x 1664 ) | Liquid Retina
FHD webcam",,,,"2 x Thunderbolt 4 , 1 x 3.5 mm","Wi-Fi 6E (802.11ax) , Bluetooth 5.3",,macOS,,,,,,,MacBook Air,"MacBook Air 13.6""",,Midnight,Văn phòng,,,16GB,512GB SSD,1.24 kg | 21.5 x 30.41 x 1.13 cm,,,
"Apple MacBook Air M4 15.3""",31.890.000₫,Apple,12 tháng,,Apple M4 ( 10‑Core CPU / 10‑Core GPU ),,,"15.3"" ( 2880 x 1864 ) | Liquid Retina
HD webcam",,,,"2 x Thunderbolt 4 , Audio combo","Wi-Fi 6E (802.11ax) , Bluetooth 5.3",,macOS,,,,,,,MacBook Air,"MacBook Air 15.3""",,Midnight,Văn phòng,,,16GB,256GB SSD,1.51 kg kg | 1.15 x 34.04 x 23.76 cm,,,
Laptop HP Probook 460 G11 - A74BYPT,27.390.000₫,HP,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ Ultra 5-125H ( 3.6 GHz - 4.5 GHz / 18MB / 14 nhân, 18 luồng ), Intel AI",Intel® AI Boost NPU,Onboard graphics Intel® Arc™ Graphics,"16"" ( 1920 x 1200 ) WUXGA IPS , không cảm ứng , 300 nits , 45% NTSC , Màn hình chống lóa",FHD webcam,1 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s","Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Có phím Copilot , có phím số , LED",Windows 11 Pro,35.94 x 25.11 x 1.70 cm,"3 cell 56 Wh , Pin liền",1.8 kg,Vân tay,không đèn,,HP Probook,Probook 460 G11 - A74BYPT,A74BYPT,Bạc,Văn phòng,,,,,,,,
Laptop Dell Inspiron 14 7440 2-in-1 N7440-C7U161W11IBU,30.990.000₫,Dell,12 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ 7 150U ( 1.8 GHz - 5.4 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",,Onboard graphics Intel® UHD Graphics,"14"" ( 1920 x 1200 ) WUXGA 16:10 , WVA , 60Hz , cảm ứng , 250 nits , ComfyView",FHD webcam,2 x 8GB DDR5 5200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI","Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",Windows 11 Home SL + Office Home & Student 2021,31.40 x 22.62 x 1.89 cm,"4 cell 64 Wh , Pin liền",1.7 kg,Vân tay,không đèn,"Adapter, dây nguồn, HDSD, Active Pen PN5122W",Dell Inspiron,Inspiron 14 7440 2-in-1 N7440-C7U161W11IBU,N7440-C7U161W11IBU,Xanh,"Văn phòng, Doanh nghiệp",,,,,,,,
Laptop Asus ROG Flow Z13 GZ302EA-RU080WS,73.390.000₫,Asus,24 tháng,Bảo hành Pin 12 tháng,"AMD Ryzen™ Al Max+ 395 ( 3.0 GHz - 5.1 GHz / 64MB / 16 nhân, 32 luồng ), Intel AI",AMD XDNA™ lên đến 50TOPs,Onboard graphics AMD Radeon™ Graphics,"13.4"" ( 2560 x 1600 ) WQXGA 16:10 , IPS , 180Hz , không cảm ứng , 500 nits , 100% DCI-P3 , Màn hình gương , Adaptive Sync",HD webcam,32GB Onboard LPDDR5x 8000MHz ( 1 Khe cắm / Hỗ trợ tối đa 32GB ),1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"2 x USB Type C / DisplayPort / Power Delivery
1 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI","Wi-Fi 7 (802.11be) , Bluetooth 5.4","Bàn phím Chiclet với phím Copilot , không phím số , RGB",Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic 1 year Free Onedrive,30.0 x 20.4 x 1.29 ~ 1.49 cm,"4 cell 70 Wh , Pin liền",1.2 kg,,không đèn,"Stylus (ASUS Pen SA203H-MPP2.0 support)
- ROG Gladius III Mouse P514
- Adapter
- ROG Zephyrus G14 Sleeve (2024)
- ROG Fusion II 300",ASUS ROG Gaming,ROG Flow Z13 GZ302EA-RU080WS,90NR0JY1-M00520,Đen,Gaming,Dolby Atmos,,,,,,,
Laptop Lenovo ThinkPad E14 Gen 5 - 21JK00PEVN,19.490.000₫,Lenovo,24 tháng,Bảo hành Pin 12 tháng,"Intel® Core™ i5-13420H ( 2.1 GHz - 4.6 GHz / 12MB / 8 nhân, 12 luồng ), Non-EVO",,Onboard graphics Intel® UHD Graphics,"14"" ( 1920 x 1200 ) WUXGA IPS , không cảm ứng , 45% NTSC , Màn hình chống lóa",FHD webcam,16GB (8GB + 8GB Onboard) DDR4 3200MHz ( 1 Khe cắm / Hỗ trợ tối đa 40GB ),512GB SSD M.2 NVMe ( 2 x M.2 2242 ),"1 x USB Type C / DisplayPort / Power Delivery
1 x USB 3.2
1 x USB 2.0
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , không phím số , LED","Windows 11 Home SL, English",313 x 219.3 x 17.99 mm,"47 Wh , Pin liền",1.4 kg,"Vân tay, Khuôn mặt",không đèn,,Lenovo ThinkPad,ThinkPad E14 Gen 5 - 21JK00PEVN,21JK00PEVN,Đen,Văn phòng,Dolby Atmos,Vỏ nhôm,,,,,,
