Product Name,Price,Sản phẩm,Tên Hãng,Model,Bộ vi xử lý,Card đồ họa,Bộ nhớ ram,Ổ cứng,Số cổng lưu trữ tối đa,Kiểu khe M.2 hỗ trợ,Màn hình,Kết nối,Cổng giao tiếp,Webcam,Bảo mật,Hệ điều hành,Pin,Kích thước,Trọng lượng,Màu sắc/ Chất liệu,Bộ VXL,Bộ nhớ,Ổ đĩa quang,Màu sắc/ Chất liệu,Thương hiệu,Sản phẩm,CPU,RAM,VGA,Camera,Wi-Fi,Bluetooth,LOA,Màu sắc,Cổng kết nối,Wifi,Chất liệu,Kích thước,Trọng lượng,Ram,Trọng Lượng,Bộ nhớ RAM,Nhận dạng vân tay,Ổ cứng/ Ổ đĩa quang,Âm thanh,Audio,Màu sắc,Đèn LED trên máy,Hãng sản xuất,Bộ vi xử lý,Bộ nhớ Ram,Ổ đĩa cứng,Đồ họa,WiFi,bluetooth,Pin (Battery),Khối lượng,Kết nối mạng LAN,SSD,Kết nối không dây,Khe đọc thẻ nhớ,Bảo mật vân tay,Card đồ hoạ,Đọc thẻ,Ổ đĩa quang (DVD),Giao tiếp mạng,Giao tiếp mạng - Communications,Cổng giao tiếp - Port,pin,NPU,Bộ xử lý,Cổng I/O,Nguồn,OS,Lưu trữ,Wireless,LAN,Đọc thẻ - Card reader,Cổng xuất hình,Hỗ trợ nâng cấp,Khả năng nâng cấp trong tương lai,Vga,Mô tả khác,Bộ VXL,Card màn hình,Kích thước màn hình,bàn phím,Thiết kế/ Chất liệu vỏ,card đồ họa,Khả năng nâng cấp ram,PIN,Mạng,Loại card đồ họa,Vân tay,Ổ đĩa cứng - SSD,Kết nối USB,Năm sản xuất,Chất liệu sản phẩm,Ổ cứng,Đọc thẻ nhớ,WIFI,Dung lượng RAM,Công nghệ âm thanh,Bộ xử lý - CPU,Bộ nhớ trong - Ram,Đèn bàn phím,wifi,Màn hình - Monitor,Card đồ hoạ - Video,Công nghệ CPU,Finger Print,Bộ nhớ trong,Chip đồ họa,Màn hình hiển thị,Ổ đĩa cứng - HDD,Tính năng đặc biệt,Loại đèn bàn phím,Dung lượng,Ổ đĩa quang (ODD),Kiểu Pin,Hệ điều hành (bản quyền) đi kèm,Kích thước (Dài x Rộng x Cao),Màn hìn,Pin(Battery),Phụ kiện kèm theo,Màu,webcam,Bàn phím,Chuẩn WIFI,Loa,Phụ kiện,Cạc đồ họa,Loại khe M.2,Keyboard + Mouse,Khe cắm mở rộng,Hệ điều hành tương thích,Công suất bộ sạc,Thông số (Lan/Wireless),"Wi-Fi, bluetooth",Màu sắc (Colour),Bàn phím,Hãng sãn xuất,Chuẩn Lan,Bàn Phím,Bộ nguồn,Phần mềm có sẵn,Thời lượng pin,Card mở rộng,Card VGA,"Wi-Fi,",Giao tiếp,Thẻ đọc,Kiểu bàn phím,Lan,Kết nối có dây (LAN),Chuẩn LAN,Card reader,Kết nối không dây,Ổ quang,Bảo mật Vân tay,,Keyboard,Khe mở rộng,Nhận dạng Vân tay,Chuẩn Wifi,Kiểu khe M.2 hỗ tr,bảo mật,Máy tính xách tay,Tính năng khác,Phụ kiện kèm,"Wifi, bluetooth",Bluetooth®,Kiểu khe M.2 hỗ trợ`,Chuẩn Wi-Fi,Other Supports
Laptop Lenovo Yoga Slim 7 Carbon 13IAP7 82U90044VN Grey,28.490.000đ,,,Yoga Slim 7 Carbon 13IAP7 82U90043VN,,,,,1 x M.2 NVMe,M.2 NVMe,"13.3"" 2.5K (2560x1600) IPS, 400nits, Anti-glare, 90Hz, 100% sRGB, Eyesafe, Dolby
Vision",,,,Khuôn mặt,Windows 11 Home,,,,,,,,,,,,,,"ToF, HD 720p & IR with E-privacy Camera Shutter",,,,Grey,,"WiFi 802.11ax (Wi-Fi 6) , Bluetooth 5.1",,30.098 x 20.603 x 1.48 cm,,,,,,,,"Stereo speakers, 2W x2, optimized with Dolby Atmos, audio by Harman",,,Lenovo,"Intel Core i7-1260P ( 1.7 GHz - 4.4GHz / 12MB / 12 nhân, 16 luồng)",16GB Onboard LPDDR5 4800MHz (Không / Hỗ trợ tối đa 16GB ),512GB SSD M.2 2280 PCIe® 4.0,Intel Iris Xe Graphics,,,"4 cell 50 Wh , Pin liền",0.9 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adapter, Lenovo USB-C 4-in-1 Hub",,,"thường , không phím số , LED",,,,,,,,,,,,,,,,,,,,,,,"1x USB-C 3.2 Gen 2 (Truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.4)
1x  ThunderBolt 4 / USB4 40Gbps (Truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.4)",,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo Yoga Slim 7 Carbon 13IAP7 82U90043VN Grey,Liên hệ,,,Yoga Slim 7 Carbon 13IAP7 82U90043VN,,,,,1 x M.2 NVMe,M.2 NVMe,"13.3"" 2.5K (2560x1600) IPS, 400nits, Anti-glare, 90Hz, 100% sRGB, TÜV Low Blue Light, Eyesafe, Dolby Vision",,,,Khuôn mặt,Windows 11 Home,,,,,,,,,,,,,,"ToF, HD 720p & IR with E-privacy Camera Shutter",,,,Grey,,"WiFi 802.11ax (Wi-Fi 6) , Bluetooth 5.1",,30.098 x 20.603 x 1.48 cm,,,,,,,,"Stereo speakers, 2W x2, optimized with Dolby Atmos, audio by Harman",,,Lenovo,"Intel Core i7-1260P ( 2.1 GHz - 4.7GHz / 18MB / 12 nhân, 16 luồng)",16GB Onboard LPDDR5 4800MHz ( Không / Hỗ trợ tối đa 16GB ),512GB SSD M.2 2280 PCIe® 4.0,Intel Iris Xe Graphics,,,"4 cell 50 Wh , Pin liền",0.9 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adapter, Lenovo USB-C 4-in-1 Hub",,,"thường , không phím số , LED",,,,,,,,,,,,,,,,,,,,,,,"1x USB-C 3.2 Gen 2 (Truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.4)
1x  ThunderBolt 4 / USB4 40Gbps (Truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.4)",,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP EliteBook 630 G9 6M146PA Bạc,24.890.000đ,Máy tính xách tay,Hp,EliteBook 630 G9 6M146PA,,Intel Iris Xe Graphics,,,1 x M.2 NVMe,M.2 NVMe,"13.3"" ( 1920 x 1080 ) FHD, IPS, narrow bezel, Anti-glare, 250 nits, 45% NTSC","Wi-Fi 6 802.11ax, Bluetooth® 5.2","2 x USB Type-A 5Gbps
1 x Thunderbolt 4 with USB4 Type-C 40Gbps
1 x RJ-45
1 x headphone/microphone combo
1 x HDMI 2.0
1 x AC power",,vân tay,Windows 11 Home SL,"3 cell 42 Wh , Pin liền",30.69 x 20.84 x 1.59 cm,1.3 kg,Bạc,"Intel Core i7-1255U (1.7 GHz - 4.7GHz / 12MB / 10 nhân, 12 luồng)",1 x 16GB DDR4 3200MHz (2 Khe cắm),,,,,,,,,,,,,,,,,,,,,,512GB SSD M.2 NVMe /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop MSI Modern 14 C13M 458VN Đen,13.990.000đ,,,Modern 14 C13M 458VN,,Intel Iris Xe Graphics,,,1 x M.2 NVMe,M.2 NVMe,"14.0 inch FHD (1920x1080), IPS -Level, 60Hz, 45% NTSC",,"1x Jack Audio™ 3.5mm
1x Type-C (USB3.2 Gen2 / DP) with PD charging
1x Type-A USB 3.2 Gen2
2x Type-A USB2.0
1x HDMI
1x Micro SD Card Reader",HD 720p 30fps,,Windows 11 Home,"3 cell 39 Wh , Pin liền",319 x 223 x 19.35 mm,1.40 kg,,,,,,,,"Intel Core i5-1335U (tối đa 4.60 GHz, 12MB)",8GB(1x 8GB) DDR4 3200MHz Onboard,,,,,,Đen,,,,,,,,,,,,,,,MSI,,,,,,Bluetooth 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512GB NVMe PCIe Gen 3x4 SSD (1 Slot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bàn phím tiêu chuẩn - Đèn nền bàn phím (Backlight Keyboard with white led),Wifi 6 802.11ax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop MSI Modern 15 B13M 279VN Đen,21.990.000đ,,,Modern 15 B13M 279VN,,Intel Iris Xe Graphics,,,,,"15.6 inch Full HD ( 1920 x 1080 ) IPS-Level , 60Hz, 45% NTSC",,"1 x HDMI 
1 x USB Type C  (support Power Delivery)
3 x USB 3.2 & USB 2.0
1 x DC-in
1 x MicroSD Reader
1 x Jack Audio™ 3.5mm",HD 720p 30fps,,Windows 11 Home,"3 cell, 39WHrs",359 x 241 x 19.9 mm (Dài x Rộng x Dày),1.7 kg,,,,,,,,"Intel® Core™ i5-1335U (upto 4.60 GHz, 12MB)",8GB(8GBx1) LPDDR4 3200MHz Onboard,,,,,,Đen,,,,,,,,,,,,2 loa,,,MSI,,,,,,Bluetooth 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512GB NVMe PCIe Gen3x4 SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chiclet Keyboard, Single LED - Trắng",Wi-Fi 6 802.11 ax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop MSI Cyborg 15 A12VE 240VN Đen,20.890.000đ,Máy tính xách tay,MSI,Cyborg 15 A12VE 240VN,"Intel Core i7-12650H ( 3.5GHz - 4.7 GHz / 24MB / 10 nhân, 16 luồng )",NVIDIA GeForce RTX 4050 6GB GDDR6,8GB DDR5 4800MHz ( 2 Khe cắm ),512GB NVMe PCIe SSD Gen4x4 w/o DRAM,,,"15.6 Inh FHD (1920x1080), tấm nền IPS, tần số quét 144Hz, 45%NTSC,  Anti-glare",Wi-Fi 6 802.11ax +  Bluetooth 5.2,"1 x HDMI
1 x USB TypeC (support DisplayPort)
2 x USB 3.2 &  USB 2.0
1 x DC-in
1 x Jack Audio™ 3.5mm  
1 x LAN RJ45 Gigabit",HD type (30fps@720p),,Windows 11 Home,"3 cell 53 Wh , Pin liền",359 x 250 x 21.9 mm (Dài x Rộng x Dày),1.95 kg,,,,không,Đen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,không,,,,,,,,,,,
Laptop MSI Katana 15 B13VFK 676VN Đen,27.990.000đ,Máy tính xách tay,MSI,Gaming Katana 15 B13VFK 676VN,"Intel Core i7-13620H (3.6GHz~4.9GHz, 10 Cores 16 Threads)",NVIDIA GeForce RTX 4060 GDDR6 8GB,"16GB (2 x 8GB) DDR5 5200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",1TB NVMe PCIe SSD Gen4x4,,,"15.6 inch FHD (1920 x 1080), 144Hz 45%NTSC IPS-Level",Wi-Fi 6 802.11 ax  + Bluetooth 5.2,"1x Type-C (USB3.2 Gen1 / DP)
2x Type-A USB 3.2 Gen1
1x Type-A  USB 2.0
1x  HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x RJ45
1x Jack Audio 3.5mm",HD type (30fps@720p),,Windows 11 Home,3 Cell 53.5WHr,359 x 259 x 24.9 mm,2.2 kg,,,,không,Đen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bàn phím tiêu chuẩn - 4-Zone RGB Gaming Keyboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,không,,,,,,,,,,,
Laptop MSI Stealth 14 Studio A13VF 051VN Đen,54.990.000đ,,,Stealth 14 Studio A13VF 051VN,Intel Core i7-13700H ( 2.4GHz up to 5.0GHz 24MB ),Nvidia Geforce RTX 4060 8GB GDDR6 & MUX switch,"16GB (8x2) DDR5 5200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",1 TB NVMe PCIe Gen4x4 SSD (1 slot M.2 NVMe PCIe Gen4),,,"14 Inch QHD+ ( 2560 x 1600) OLED, 240Hz, 100% DCI-P3, viền mỏng, màn gương.",,"1 x USB Type C (support Thunderbolt™4)
1 x USB Type-C (support DisplayPort / DeliveryPower)
1 x USB 3.2
1 x DC-in
1x Mic-in/Headphone-out Combo Jack",HD 720P,,Windows 11 Home,4 Cell 72WHrs,315 x 246 x 19 (mm),1.7 kg,,,,,,,,,,,,,,,Đen,,,,,,,,,,,,"4 loa Duo Wave Woofer, DynAudio™, HiResAudio",,,,,,,,,Bluetooth 5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Per-Key RGB Gaming Keyboard by SteelSeries,,,,,,,,,,,,,,,,,,,,,,,,,,,,Killer Gb LAN (Up to 2.5G),,,,,,,,,Intel Killer Wi-Fi 6E AX1675(i),,,MSI,,,,,,,
Laptop Acer Predator Helios 18 PH18-71-94SJ,119.000.000đ,Máy tính xách tay,Acer,Predator Helios 18 PH18-71-94SJ (NH.QKRSV.002),,,,,,,"18 inch WQXGA 240Hz DCI-P3 100%, Acer ComfyView LED-backlit TFT LCD",,,"Video conferencing
UFC with
• Narrow USB FHD camera with blue glass
• Compatible with Windows
• 1920 x 1080 resolution
• 1080p HD video at 60 fps with Temporal Noise Reduction
• Dual Mic (33 mm + 33 mm)
• 86 x 3.2 x 2.55 mm",,Windows 11 Home Single Language,"4-cell, 90 Wh",405 (W) x 311.61 (D) x 27.15 - 29.15 (H) mm,"3,1 kg",Đen,"Intel Core i9-13900HX (upto 5.40 GHz, 36MB)","32GB(2 x 16GB) khe rời DDR5 5600MHz (2 khe, Nâng cấp tối đa 32GB)",,,,,,,,,,Bluetooth 5.2,,,"2 x USB Type-C™ port supporting:
USB 3.2 Gen 2 (up to 10 Gbps)
DisplayPort over USB-C
Thunderbolt™ 4
USB charging 5 V, 3 A
DC-in port 20 V, 65 W
3 x USB Standard-A ports, supporting:
One port for USB 3.2 Gen 1
One port for USB 3.2 Gen 2
One port for USB 3.2 Gen 2 featuring power off USB charging
1 x HDMI®2.1 port with HDCP support
1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in
microphone",,,,,,,,Không có,1024GB + 1024GB PCIe NVMe SED SSD RAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Killer Wireless Wi-Fi 6E 1675i
• 802.11 a/b/g/n/ac/ax wireless LAN
• Band: 2.4 GHz, 5 GHz and 6 GHz
• 2x2 MU-MIMO technology
• Support Bluetooth® 5.2 and later
• Support CNVi interface","Killer™ Ethernet E2600
• 10/100/1000 Mbps
• Hibernation mode support
• Wake On Lan support
• IPv4 and IPv6 support",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NVIDIA GeForce RTX 4080 12GB GDDR6,,,,,,,,,,,,,,,,,,,,,"Bàn phím tiêu chuẩn, có bàn phím số - Đèn nền bàn phím RGB",,,,,,,,,,,,,,,,Đèn RGB bàn phím,,,,,,
Laptop Acer Predator Helios 16 PH16-71-94N1,117.000.000đ,Máy tính xách tay,Acer,Predator Helios 16 PH16-71-94N1 (NH.QJSSV.002),,,,,,,"16 inch WQXGA 240Hz DCI-P3 100%, Acer ComfyView LED-backlit TFT LCD",,,"Video conferencing
UFC with
• Narrow USB FHD camera with blue glass
• Compatible with Windows
• 1920 x 1080 resolution
• 1080p HD video at 60 fps with Temporal Noise Reduction
• Dual Mic (33 mm + 33 mm)
• 86 x 3.2 x 2.55 mm",,Windows 11 Home Single Language,"4-cell, 90 Wh",357 x 278 x 24.9 mm,2.6 kg,Đen,"Intel Core i9-13900HX (upto 5.40 GHz, 36MB)","16GB(2x8GB) khe rời DDR5 5600MHz (2 khe, Nâng cấp tối đa 32GB)",,,,,,,,,,Bluetooth 5.2,,,"2 x USB Type-C™ port supporting:
USB 3.2 Gen 2 (up to 10 Gbps)
DisplayPort over USB-C
Thunderbolt™ 4
USB charging 5 V, 3 A
DC-in port 20 V, 65 W
3 x USB Standard-A ports, supporting:
One port for USB 3.2 Gen 1
One port for USB 3.2 Gen 2
One port for USB 3.2 Gen 2 featuring power off USB charging
1 x HDMI®2.1 port with HDCP support
1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in
microphone",,,,,,,,Không có,1024GB + 1024GB PCIe NVMe SED SSD RAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Killer Wireless Wi-Fi 6E 1675i
• 802.11 a/b/g/n/ac/ax wireless LAN
• Band: 2.4 GHz, 5 GHz and 6 GHz
• 2x2 MU-MIMO technology
• Support Bluetooth® 5.2 and later
• Support CNVi interface","Killer Ethernet E2600
• 10/100/1000 Mbps
• Hibernation mode support
• Wake On Lan support
• IPv4 and IPv6 support",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NVIDIA GeForce RTX 4080 12GB GDDR6,,,,,,,,,,,,,,,,,,,,,"Bàn phím tiêu chuẩn, có bàn phím số - Đèn nền bàn phím RGB",,,,,,,,,,,,,,,,Đèn RGB bàn phím,,,,,,
Laptop MSI Katana 15 B13VEK-252VN Đen,25.990.000đ,Máy tính xách tay,MSI,Gaming Katana 15 B13VEK-252VN,"Intel Core i7-13620H (3.6GHz~4.9GHz, 10 Cores 16 Threads)",NVIDIA GeForce RTX 4050 Laptop GPU 6GB GDDR6,"8GB (1 x 8GB) DDR5 5200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",512GB NVMe PCIe Gen 4 SSD (2 slot),,,"15.6"" FHD (1920x1080), 144Hz, IPS-Level, viền mỏng, chống chói,MUX-Switch",Wi-Fi 6 802.11 ax  + Bluetooth 5.2,"1x Type-C (USB3.2 Gen1 / DP)
2x Type-A USB 3.2 Gen1
1x Type-A  USB 2.0
1x  HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x RJ45
1x Jack Audio 3.5mm",HD type (30fps@720p),,Windows 11 Home,3 Cell 53.5WHr,359 x 259 x 24.9 mm,2.25 kg,,,,không,Đen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-Zone RGB Gaming Keyboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,không,,,,,,Balo,,,,,
Laptop HP ENVY X360 13-bf0090TU 76B13PA Xanh,26.990.000đ,Máy tính xách tay,Hp,HP Envy x360 13-bf0090TU 76B13PA,,Intel Iris Xe Graphics,,,1 x M.2 NVMe,M.2 NVMe,"13.3"" inch diagonal, 2.8K (2880 x 1800), touch-screen,OLED, UWVA, edge-to-edge glass, micro-edge",,"2 x USB 3.2 
2 x Thunderbolt 4 
1 x micro SD card slot
1 x Audio combo","HP True Vision 5MP IR camera with camera shutter, array microphones",vân tay,Windows 11 Home SL,"4 cell 66 Wh , Pin liền",29.83 x 21.49 x 1.61 cm,1.3 kg,Xanh,"Intel Core i7-1250U (1.1 GHz - 4.7 GHz, 12MB, 10 nhân, 12 luồng)",16GB Onboard LPDDR4X 4266MHz,,,,,,,,,,Bluetooth 5.2,,,,,,,,,,,,512GB SSD M.2 NVMe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wi-Fi 6 802.11ax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP Pavilion 14-dv2071TU 7C0W0PA Vàng,18.990.000đ,,,Pavilion 14-dv2071TU 7C0W0PA,,Intel Iris Xe Graphics,,,1 x M.2 NVMe,M.2 NVMe,"14 Inch FHD (1920 x 1080) IPS micro-edge, BrightView, 250 nits, 45% NTSC",,"1x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge)
2x SuperSpeed USB Type-A 5Gbps signaling rate
1x HDMI 2.1
1x AC smart pin
1x headphone/microphone combo",HP Wide Vision 720p HD camera with temporal noise reduction and,,Windows 11 Home SL,"3 cell 41 Wh , Pin liền",32.5 x 21.66 x 1.70 cm,1.4kg,,,,,,,,"Intel Core i7-1255U ( 1.7 GHz - 4.7 GHz / 12MB / 10 nhân, 12 luồng )",2 x 8GB DDR4 3200MHz (2 Khe cắm),,,,,,Gold,,,,,,,,,,,,,,,HP,,,,,,Bluetooth 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512GB SSD M.2 NVMe /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,Wi-Fi 6 802.11ax,,,,,,,,,,
Laptop Lenovo V14 G3 IAP 82TS00AYVN Xám,11.550.000đ,Máy tính xách tay,Lenovo,Lenovo V14 G3 IAP 82TS00AYVN,"Intel Core  i5-1235U Processor (Up to 4.40 GHz, 12MB, 10 Cores 12 Threads)",Intel Iris Xe Graphics,"8GB DDR4  3200Mhz Onboard, 1 khe cắm Ram rời, hỗ trợ tối đa 16GB",,,,"14 inch FHD (1920x1080) IPS 300 Nits  Anti-glare , 45% NTSC","WiFi 802.11ac,  Bluetooth 5.0","1x USB-C 3.2 Gen 1 (Support Data Transfer, Power Delivery 3.0 and DisplayPort 1.2)
1x USB 2.0
1x USB 3.2 Gen 1
1x HDMI 
1x headphone / Jack Audio™ 3.5mm 
1x Ethernet (RJ-45)
1 x Power connector",720p with Privacy Shutter,,Windows 11 Home,"2 Cell, 38Wh",324mm x 215mm x 19.9mm (WxDxH),1.43 kg,Xám,,,,,,,,,,,,,,,,,,,,,,,,256GB SSD PCIe NVMe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP Victus 15-fa0108TX 7C0X0PA Xanh,27.800.000đ,Máy tính xách tay,HP,Victus 15-fa0108TX 7C0X0PA,,RTX 3050Ti 4GB GDDR6 / Intel Iris Xe Graphics,,,1 x M.2 NVMe,M.2 NVMe,"15.6 inch FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",WiFi 802.11ax (Wi-Fi 6),"1x SuperSpeed USB Type-C 5Gbps signaling rate (DisplayPort 1.4, HP Sleep and Charge)
1x SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge)
1x SuperSpeed USB Type-A 5Gbps signaling rate
1x HDMI 2.1
1x RJ-45
1x 3.5 mm headphone/speaker jack
DC-in jack for AC adapter",HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,,Windows 11 Home,"4 cell 70 Wh, Pin liền",35.79 x 25.5 x 2.35 cm,2.3 kg,Xanh,"Intel Core i7-12700H (2.3 GHz - 4.7GHz / 24MB / 14 nhân, 20 luồng)",2 x 8GB DDR4 3200MHz (2 Khe cắm),,,,,,,,,,Bluetooth 5.3,,,,,,,,,,,,512GB SSD M.2 NVMe /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP Pavilion 14-dv2072TU 7C0W1PA Gold,17.590.000đ,,,Pavilion 14-dv2072TU 7C0W1PA,,Intel Iris Xe Graphics,,,1 x M.2 NVMe,M.2 NVMe,"14 Inch FHD (1920 x 1080) IPS micro-edge, BrightView, 250 nits, 45% NTSC",,"1x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge)
2x SuperSpeed USB Type-A 5Gbps signaling rate
1x HDMI 2.1
1x AC smart pin
1x headphone/microphone combo",HP Wide Vision 720p HD camera with temporal noise reduction and,,Windows 11 Home SL,"3 cell 41 Wh , Pin liền",32.5 x 21.66 x 1.70 cm,1.4kg,,,,,,,,"Intel Core i7-1255U ( 1.7 GHz - 4.7 GHz / 12MB / 10 nhân, 12 luồng )",2 x 4GB DDR4 3200MHz (2 Khe cắm),,,,,,Gold,,,,,,,,,,,,,,,HP,,,,,,Bluetooth 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512GB SSD M.2 NVMe /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,Wi-Fi 6 802.11ax,,,,,,,,,,
Laptop HP 15s-fq5146TU 7C0R9PA Blue,17.850.000đ,Máy tính xách tay,HP,15s-fq5146TU 7C0R9PA,,Intel Iris Xe Graphics,,,,,"15.6 inch FHD (1920 x 1080), micro-edge, BrightView, 250 nits, 45% NTSC","Wifi 802.11ac , Bluetooth 5.0","1 SuperSpeed USB Type-C® 5Gbps 
2 SuperSpeed USB Type-A 5Gbps
1x HDMI 1.4b
1x AC smart pin
1x headphone/microphone combo",HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,,Windows 11 Home,3 Cell 41WHr,35.85 x 24.2 x 1.79 cm,1.69 kg,,"Intel® Core™ i7-1255U (3.50 GHz upto 4.70 GHz, 10 cores 12 threads)",8GB DDR4-3200 MHz RAM (2 x 4 GB),,,,,,,,,,,,,,,,,,,,,,512GB SSD PCIe NVMe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dual speakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP 240 G9 6L1X7PA Bạc,10.490.000đ,Máy tính xách tay,HP,HP 240 G9 6L1X7PA,,Intel Iris Graphics,,,1 x M.2 NVMe,M.2 NVMe,"14 inch FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",,"1x SuperSpeed USB Type-C® 5Gbps signaling rate
2x SuperSpeed USB Type-A 5Gbps signaling rate
1x RJ-45
1x headphone/microphone combo
1x HDMI 1.4b
1x AC power",HP camera,,Windows 11 Home SL,3 Cells 41 Whrs,32.4 x 22.59 x 1.99 cm,1.47 Kg,,Intel Core i3-1215U (1.2GHz up to 4.4GHz 10MB),,,,,,,,,,,Bluetooth 5.2,,,,,,,,,,"8GB (1x8) DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)",,256GB PCIe NVMe SSD,,,Bạc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi 802.11ax (Wi-Fi 6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
